Minerali,per porzione,% RDA
Calcio,"210,0 mg","21,0 %"
Rame,"1,7 mg","169,4 %"
Ferro,"12,5 mg","83,2 %"
Magnesio,"230,0 mg","76,7 %"
Manganese,"4,4 mg","220,4 %"
Fosforo,"732,0 mg","104,6 %"
Potassio,"1.750,0 mg","87,5 %"
Selenio,"< 0,1 mg","54,7 %"
Zinco,"6,9 mg","98,0 %"
