Valori nutrizionali,per porzione,% RDA
Valore calorico,561 kcal 2.350 kJ,"28,1 %"
Grassi,"1,9 g","2,9 %"
Grassi saturi,"0,4 g","2,0 %"
Grassi monoinsaturi,"0,2 g","0,6 %"
Grassi polinsaturi,"0,8 g","5,6 %"
Carboidrati,"101,9 g","38,0 %"
Zuccheri,"14,2 g","28,3 %"
Proteine,"38,1 g","52,1 %"
Fibre alimentari,"34,2 g","11,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"1,2 g","0,2 %"
Acqua,"340,6 g","17,0 %"
