Minerali,per porzione,% RDA
Calcio,"729,6 mg","73,0 %"
Rame,"1,9 mg","189,2 %"
Ferro,"7,8 mg","52,0 %"
Magnesio,"197,2 mg","65,7 %"
Manganese,"0,6 mg","31,3 %"
Fosforo,"236,6 mg","33,8 %"
Potassio,"4.053,0 mg","202,7 %"
Selenio,"< 0,1 mg","2,7 %"
Zinco,"2,5 mg","35,3 %"
