0,1,2
Calorie,kcal,196.0
Calorie,kj,821.0
Grassi,g,10.44
Carboidrati,g,0.0
Proteine,g,23.89
Fibre,g,0.0
Zuccheri,g,0.0
Acqua,g,65.06
Ceneri,g,2.65
Minerali,,
Calcio,mg,22.0
Sodio,mg,665.0
Fosforo,mg,202.0
Potassio,mg,298.0
Ferro,mg,1.49
Magnesio,mg,21.0
Zinco,mg,3.88
Rame,mg,0.145
Manganese,mg,0.024
Selenio,mcg,0.0
Vitamine,,
Retinolo (Vit. A),mcg,11.0
"Vitamina A, IU",IU,75.0
"Vitamina A, RAE",mcg_RAE,13.0
Tiamina (Vit. B1),mg,0.084
Riboflavina (Vit. B2),mg,0.255
Niacina (Vit. B3),mg,5.72
Acido Pantotenico (Vit. B5),mg,1.08
Piridossina (Vit. B6),mg,0.322
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,6.0
"Folato, DFE",mcg_DFE,6.0
"Folati, totali",mcg,6.0
Cobalamina (Vit. B12),mcg,1.23
Acido ascorbico (Vit. C),mg,0.7
Alpha-tocoferolo (Vit. E),mg,0.18
Fillochinone (Vit. K),mcg,1.5
"Carotene, beta",mcg,11.0
"Carotene, alfa",mcg,11.0
"Criptoxantina, beta",mcg,11.0
Licopene,mcg,11.0
Luteina + zeaxantina,mcg,11.0
Tocoferolo beta,mg,0.0
Tocoferolo gamma,mg,0.16
Tocoferolo delta,mg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,2.99
"Acidi grassi, polinsaturi",g,2.7060000000000004
"Acidi grassi, saturi",g,2.266
"Acidi grassi, trans",g,0.43
Colesterolo,mg,92.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.009000000000000001
14:0,g,0.081
15:0,g,0.013000000000000001
16:0,g,1.4909999999999999
17:0,g,0.027000000000000003
18:0,g,0.635
20:0,g,0.01
22:0,g,0.0
Grassi monoinsaturi,,
14:1,g,0.013000000000000001
15:1,g,0.0
16:1 indifferenziato,g,0.25
18:1 indifferenziato,g,2.697
20:1,g,0.03
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,2.384
18:3 indifferenziato,g,0.17300000000000001
"18:3 n-3 c,c,c",g,0.16
"18:3 n-6 c,c,c",g,0.013000000000000001
18:4,g,0.0
"20:2 n-6 c,c",g,0.018000000000000002
20:3 indifferenziato,g,0.0
20:4 indifferenziato,g,0.131
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Acido aspartico,g,2.009
Acido glutammico,g,3.5580000000000003
Alanina,g,1.3459999999999999
Arginina,g,1.444
Cistina,g,0.23
Fenilalanina,g,0.866
Glicina,g,1.2990000000000002
Idrossiprolina,g,0.226
Isoleucina,g,0.993
Istidina,g,0.5770000000000001
Leucina,g,1.676
Lisina,g,1.8840000000000001
Metionina,g,0.5329999999999999
Prolina,g,0.992
Serina,g,0.922
Tirosina,g,0.7440000000000001
Treonina,g,0.892
Triptofano,g,0.185
Valina,g,1.037
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
