0,1,2
Calorie,kcal,264.0
Grassi,g,2.79999995231628
Carboidrati,g,49.2000007629395
Proteine,g,10.3999996185303
Fibre,g,32.0999984741211
Zuccheri,g,13.8000001907349
Minerali,,
Calcio,mg,350.0
Sodio,mg,300.0
Ferro,mg,9.10000038146973
Vitamine,,
Tiamina (Vit. B1),mg,1.0
Riboflavina (Vit. B2),mg,1.1000000238418601
Niacina (Vit. B3),mg,130.0
Acido Pantotenico (Vit. B5),mg,3.9000000953674303
Piridossina (Vit. B6),mg,1.29999995231628
Acido folico (Vit. B9 o M o Folacina),mcg,130.0
"Vitamina B-12, aggiunta",mcg,0.6499999761581421
Acido ascorbico (Vit. C),mg,41.0
Zuccheri,,
Lipidi,,
"Acidi grassi, saturi",g,0.5
Grassi saturi,,
Grassi monoinsaturi,,
Grassi polinsaturi,,
Aminoacidi,,
Altro,,
