Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (330 g),Pizza surgelata,Frozen pizzas and pies,Pizzas,Pizzas pies and quiches,Meals,Frozen foods
Grassi,"7,88 g",26 g,"-11%8,9 g","-11%8,9 g","-11%8,86 g","-12%8,91 g","-9%8,64 g","-23%10,3 g"
- Acidi Grassi saturi,"3,94 g",13 g,"-11%4,41 g","-11%4,41 g","-10%4,39 g","-11%4,41 g","+5%3,74 g","-28%5,48 g"
Carboidrati,"30,3 g",100 g,"+6%28,7 g","+6%28,7 g","+6%28,7 g","+6%28,5 g","+21%25,1 g","+7%28,4 g"
- Zuccheri,"1,58 g","5,2 g","-43%2,77 g","-43%2,77 g","-42%2,73 g","-43%2,79 g","-55%3,53 g","-85%10,4 g"
Fibra alimentare,"1,85 g","6,1 g","-16%2,19 g","-16%2,19 g","-14%2,16 g","-14%2,15 g","-20%2,3 g","-14%2,16 g"
Proteine,"11,2 g",37 g,"+13%9,94 g","+13%9,94 g","+12%9,98 g","+14%9,84 g","+33%8,41 g","+46%7,65 g"
Sale,"1,33 g","4,4 g","+6%1,26 g","+6%1,26 g","+6%1,26 g","+6%1,25 g","+20%1,11 g","+63%0,814 g"
Sodio,"0,525 g","1,732 g","+6%0,496 g","+6%0,496 g","+6%0,496 g","+6%0,492 g","+20%0,437 g","+63%0,32 g"
Nutrition score - France,10,10,"+35%7,42","+35%7,42","+33%7,52","+35%7,42","+55%6,45","+5%9,54"
Nutri-Score,C,C,C,C,C,C,C,C
