Valori nutrizionali,per porzione,% RDA
Valore calorico,1.017 kcal 4.260 kJ,"50,9 %"
Grassi,"57,9 g","89,0 %"
Grassi saturi,"16,2 g","73,8 %"
Grassi monoinsaturi,"20,8 g","71,7 %"
Grassi polinsaturi,"8,3 g","55,6 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"116,5 g","159,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"387,0 mg","1.290,1 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"216,7 g","10,8 %"
