Minerali,per porzione,% RDA
Calcio,"55,9 mg","5,6 %"
Rame,"0,8 mg","75,4 %"
Ferro,"28,3 mg","188,9 %"
Magnesio,"119,7 mg","39,9 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"1.041,4 mg","148,8 %"
Potassio,"1.588,0 mg","79,4 %"
Selenio,"< 0,1 mg","239,4 %"
Zinco,"9,1 mg","129,4 %"
