Minerali,per porzione,% RDA
Calcio,"7,5 mg","0,7 %"
Rame,"< 0,1 mg","4,8 %"
Ferro,"0,9 mg","6,2 %"
Magnesio,"12,9 mg","4,3 %"
Manganese,"< 0,1 mg","0,6 %"
Fosforo,"94,5 mg","13,5 %"
Potassio,"115,6 mg","5,8 %"
Selenio,"< 0,1 mg","40,6 %"
Zinco,"1,5 mg","21,9 %"
