Valori nutrizionali,per porzione,% RDA
Valore calorico,410 kcal 1.716 kJ,"20,5 %"
Grassi,"28,4 g","43,7 %"
Grassi saturi,"8,6 g","39,1 %"
Grassi monoinsaturi,"11,7 g","40,4 %"
Grassi polinsaturi,"5,8 g","39,0 %"
Carboidrati,"21,3 g","7,9 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"17,9 g","24,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"272,3 mg","907,7 %"
Sodio,"0,9 g","0,2 %"
Acqua,"77,7 g","3,9 %"
