Valori nutrizionali,per porzione,% RDA
Valore calorico,106 kcal 443 kJ,"5,3 %"
Grassi,"8,6 g","13,3 %"
Grassi saturi,"5,6 g","25,5 %"
Grassi monoinsaturi,"2,3 g","8,0 %"
Grassi polinsaturi,"0,2 g","1,6 %"
Carboidrati,"0,7 g","0,3 %"
Zuccheri,"0,2 g","0,3 %"
Proteine,"6,4 g","8,8 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"22,5 mg","75,0 %"
Sodio,"0,4 g","< 0,1 %"
Acqua,"12,7 g","0,6 %"
