,0,1
1,Lipidi totali(%): 99,
2,Saturi totali (%):,33.12
3,C4:0÷C10:0,0
4,C12:0,0.07
5,C14:0,0.62
6,C16:0,21.07
7,C18:0,11.09
8,C20:0,0
9,C22:0,0
10,Monoinsaturi totali (%):,37.14
11,C14:1,0
12,C16:1,1.29
13,C18:1,33.63
14,C20:1,2.22
15,C22:1,0
16,Polinsaturi totali (%):,28.77
17,C18:2,25.83
18,C18:3,2.94
19,C20:4,0
20,C20:5,0
21,C22:6,0
22,Rapporto Polinsaturi/Saturi:,0.9
