Valori nutrizionali,per porzione,% RDA
Valore calorico,672 kcal 2.813 kJ,"33,6 %"
Grassi,"2,3 g","3,5 %"
Grassi saturi,"0,3 g","1,4 %"
Grassi monoinsaturi,"0,5 g","1,6 %"
Grassi polinsaturi,"1,0 g","6,5 %"
Carboidrati,"118,9 g","44,4 %"
Zuccheri,"15,8 g","31,5 %"
Proteine,"48,4 g","66,3 %"
Fibre alimentari,"50,2 g","16,7 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"22,2 g","1,1 %"
