Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (320g),Pizza surgelata,Frozen pizzas and pies,Pizzas,Pizzas pies and quiches,Meals,Frozen foods
Grassi,"6,6 g","21,1 g","-26%8,9 g","-26%8,9 g","-26%8,86 g","-26%8,91 g","-24%8,64 g","-36%10,3 g"
- Acidi Grassi saturi,"3,9 g","12,5 g","-12%4,41 g","-12%4,41 g","-11%4,39 g","-11%4,4 g","+4%3,74 g","-29%5,48 g"
Carboidrati,"32,2 g",103 g,"+12%28,7 g","+12%28,7 g","+12%28,7 g","+13%28,5 g","+28%25,1 g","+13%28,4 g"
- Zuccheri,"4,6 g","14,7 g","+66%2,77 g","+66%2,77 g","+68%2,73 g","+65%2,79 g","+30%3,53 g","-56%10,4 g"
Fibra alimentare,"2,8 g","8,96 g","+28%2,19 g","+28%2,19 g","+30%2,16 g","+30%2,15 g","+22%2,3 g","+30%2,16 g"
Proteine,10 g,32 g,"+1%9,94 g","+1%9,94 g","0%9,98 g","+2%9,84 g","+19%8,41 g","+31%7,65 g"
Sale,"1,5 g","4,8 g","+19%1,26 g","+19%1,26 g","+19%1,26 g","+20%1,25 g","+35%1,11 g","+84%0,814 g"
Sodio,"0,591 g","1,89 g","+19%0,496 g","+19%0,496 g","+19%0,496 g","+20%0,492 g","+35%0,437 g","+84%0,32 g"
Nutrition score - France,10,10,"+35%7,42","+35%7,42","+33%7,52","+35%7,42","+55%6,45","+5%9,54"
Nutri-Score,C,C,C,C,C,C,C,C
