,0,1,2
1,Parte edibile (%):,88,
2,Acqua (g):,29.3,
3,Proteine (g):,2.2,
4,Lipidi(g):,0.5,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,55,
7,Amido (g):,0,
8,Zuccheri solubili (g):,55,
9,Fibra totale (g):,8.4,
10,Fibra solubile (g):,3.6,
11,Fibra insolubile (g):,4.84,
12,Alcol (g):,0,
13,Energia (kcal):,220,
14,Energia (kJ):,919,
15,Sodio (mg):,8,
16,Potassio (mg):,824,
17,Ferro (mg):,3.9,
18,Calcio (mg):,59,
19,Fosforo (mg):,85,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.18,
25,Riboflavina (mg):,0.02,
26,Niacina (mg):,1,
27,Vitamina A retinolo eq. (µg):,19,
28,Vitamina C (mg):,3,
29,Vitamina E (mg):,,
