,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,25,
3,Proteine (g):,3.1,
4,Lipidi(g):,0.7,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,68.3,
7,Amido (g):,0,
8,Zuccheri solubili (g):,68.3,
9,Fibra totale (g):,2.8,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,275,
14,Energia (kJ):,1150,
15,Sodio (mg):,16,
16,Potassio (mg):,950,
17,Ferro (mg):,6,
18,Calcio (mg):,48,
19,Fosforo (mg):,117,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.01,
25,Riboflavina (mg):,0.19,
26,Niacina (mg):,5.3,
27,Vitamina A retinolo eq. (µg):,390,
28,Vitamina C (mg):,18,
29,Vitamina E (mg):,,
