,0,1,2,3,4,5
1,"Categoria merceologica: 11001 - pesci vertebrati (freschi, surgelati o cotti)",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",65,AA,122400,,
6,"Energia, ricalcolata, kJ",773,86,,,
7,"Energia, Ric con fibra, kJ",773,86,,,
8,"Energia, ricalcolata, kcal",185,86,,,
9,"Energia, Ric con fibra, kcal",185,86,,,
10,"Proteine totali, g",184,AA,122400,,
11,"Proteine animali, g",184,AA,122400,,
12,"Proteine vegetali, g",00,AA,122400,,
13,"Lipidi totali, g",120,AA,122400,,
14,"Lipidi animali, g",120,AA,122400,,
15,"Lipidi vegetali, g",00,AA,122400,,
16,"Colesterolo, mg",35,AA,122400,,
17,"Carboidrati disponibili (MSE), g",10,AO,122400,,
18,"Amido (MSE), g",00,AA,122400,,
19,"Carboidrati solubili (MSE), g",10,AO,122400,,
20,"Fibra alimentare totale, g",00,AA,122400,,
21,"Alcol, g",00,AA,122400,,
22,"Acqua, g",680,AA,122400,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",07,AA,122400,,
25,"Calcio, mg",27,AA,122400,,
26,"Sodio, mg",98,AA,122400,,
27,"Potassio, mg",310,AA,122400,,
28,"Fosforo, mg",280,AA,122400,,
29,"Zinco, mg",060,G,202,6,"""Salmon, raw"" acqua 67,2g, prot 20,2g, lip 11g"
30,"Magnesio, mg",27,G,202,6,
31,"Rame, mg",003,G,202,6,
32,"Selenio, µg",260,G,202,6,
33,"Cloro, mg",58,G,202,6,
34,"Iodio, µg",37,G,202,6,
35,"Manganese, mg",002,G,202,6,
36,"Zolfo, mg",210,Y,7190,2,"""Salmon"" acqua 66g, prot 18.4g, lip 8.6g"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",020,AA,122400,,
39,"Vitamina B2, Riboflavina, mg",015,AA,122400,,
40,"Vitamina C, mg",tr,AA,122400,,
41,"Niacina, mg",700,AA,122400,,
42,"Vitamina B6, mg",075,G,202,6,
43,"Folati totali, µg",16,G,202,6,
44,"Acido pantotenico, mg",102,G,202,6,
45,"Biotina, µg",70,G,202,6,
46,"Vitamina B12, µg",40,G,202,6,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",13,AA,122400,,
50,"Retinolo, µg",13,AA,122400,3B,
51,"ß-carotene eq., µg",tr,AA,122400,3B,
52,"Vitamina E (ATE), mg",191,G,202,6,
53,"Vitamina D, µg",800,G,202,6,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",297,AA,122400,,
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",000,AA,122400,,
57,"Acido laurico, g",000,AA,122400,,
58,"Acido miristico, g",052,AA,122400,,
59,"Acido palmitico, g",203,AA,122400,,
60,"Acido stearico, g",042,AA,122400,,
61,"Acido arachidico, g",000,AA,122400,,
62,"Acido beenico, g",000,AA,122400,,
63,"Acidi grassi monoinsaturi totali, g",460,AA,122400,,
64,"Acido miristoleico, g",000,AA,122400,,
65,"Acido palmitoleico, g",065,AA,122400,,
66,"Acido oleico, g",246,AA,122400,,
67,"Acidi eicosenoico, g",091,AA,122400,,
68,"Acido erucico, g",058,AA,122400,,
69,"Acidi grassi polinsaturi totali, g",305,AA,122400,,
70,"Acido linoleico, g",015,AA,122400,,
71,"Acido linolenico, g",009,AA,122400,,
72,"Acido arachidonico, g",005,AA,122400,,
73,"Acido eicosapentaenoico (EPA), g",089,AA,122400,,
74,"Acido decosaesaenoico (DHA), g",119,AA,122400,,
75,"Altri acidi grassi polinsaturi, g",068,86,,,
76,AMINOACIDI,,,,,
77,"Triptofano, mg",206,AG,15076,3A,"Salmon, Atlantic, wild, raw prot 19.84, Triptofano222, Treonina870, Isoleucina914, Leucina1613, Lisina1822, Metionina587, Cistina213, Fenilalanina775, Tirosina670, Valina1022, Arginina1187, Istidina584, Alanina1200, Acido aspartico2032, Acido glutammico2962, Glicina952, Prolina702, Serina809"
78,"Treonina, mg",807,AG,15076,3A,
79,"Isoleucina, mg",848,AG,15076,3A,
80,"Leucina, mg",1496,AG,15076,3A,
81,"Lisina, mg",1690,AG,15076,3A,
82,"Metionina, mg",544,AG,15076,3A,
83,"Cistina, mg",198,AG,15076,3A,
84,"Fenilalanina, mg",719,AG,15076,3A,
85,"Tirosina, mg",621,AG,15076,3A,
86,"Valina, mg",948,AG,15076,3A,
87,"Arginina, mg",1101,AG,15076,3A,
88,"Istidina, mg",542,AG,15076,3A,
89,"Alanina, mg",1113,AG,15076,3A,
90,"Acido aspartico, mg",1885,AG,15076,3A,
91,"Acido glutammico, mg",2747,AG,15076,3A,
92,"Glicina, mg",883,AG,15076,3A,
93,"Prolina, mg",651,AG,15076,3A,
94,"Serina, mg",750,AG,15076,3A,
95,ZUCCHERI,,,,,
96,"Glucosio, g",10,87,,,
97,"Fruttosio, g",00,87,,,
98,"Galattosio, g",00,87,,,
99,"Saccarosio (MSE), g",00,87,,,
100,"Maltosio (MSE), g",00,87,,,
101,"Lattosio (MSE), g",00,87,,,
