Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (125g),Frozen foods
Grassi,"0,5 g","0,625 g","-95%10,3 g"
- Acidi Grassi saturi,"0,2 g","0,25 g","-96%5,48 g"
Carboidrati,?,?,"28,4 g"
Proteine,25 g,"31,2 g","+227%7,65 g"
Sale,"0,06 g","0,075 g","-93%0,814 g"
Sodio,"0,024 g","0,03 g","-93%0,32 g"
