Minerali,per porzione,% RDA
Calcio,"102,9 mg","10,3 %"
Rame,"< 0,1 mg","9,4 %"
Ferro,"1,7 mg","11,4 %"
Magnesio,"19,8 mg","6,6 %"
Manganese,"0,2 mg","9,4 %"
Fosforo,"36,3 mg","5,2 %"
Potassio,"218,4 mg","10,9 %"
Selenio,"< 0,1 mg","0,9 %"
Zinco,"0,2 mg","3,2 %"
