Minerali,per porzione,% RDA
Calcio,"9,5 mg","0,9 %"
Rame,"< 0,1 mg","5,7 %"
Ferro,"0,3 mg","2,1 %"
Magnesio,"13,4 mg","4,5 %"
Manganese,"< 0,1 mg","2,6 %"
Fosforo,"120,1 mg","17,2 %"
Potassio,"279,7 mg","14,0 %"
Selenio,"< 0,1 mg","33,2 %"
Zinco,"0,3 mg","4,2 %"
