,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"73,30g",-
3,Carboidrati disponibili,"0,50g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"19,40g",-
7,Grassi (Lipidi),4g,-
8,Saturi totali,"1,66g",-
9,Monoinsaturi totali,"1,75g",-
10,Polinsaturi totali,"0,23g",-
11,Colesterolo,0,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,2mg,0.13% RDA
17,Potassio,339mg,7.21% RDA
18,Ferro,"0,60mg",7.50% RDA
19,Calcio,5mg,0.50% RDA
20,Fosforo,143mg,20.43% RDA
21,Magnesio,14mg,3.33% RDA
22,Zinco,"1,35mg",12.27% RDA
23,Rame,"0,08mg",8% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,57mg",47.50% RDA
26,Riboflavina (Vit. B2),"0,14mg",10.77% RDA
27,Niacina (Vit. B3 o PP),"4,97mg",31.06% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,0,0% RDA
31,Vitamina B6,"0,45mg",34.62% RDA
32,Vitamina B12,"0,13µg",5.42% RDA
33,Manganese,"0,01mg",0.43% RDA
