Minerali,per porzione,% RDA
Calcio,"59,0 mg","5,9 %"
Rame,"0,2 mg","17,4 %"
Ferro,"1,2 mg","8,1 %"
Magnesio,"26,2 mg","8,7 %"
Manganese,"0,3 mg","16,4 %"
Fosforo,"36,1 mg","5,2 %"
Potassio,"144,3 mg","7,2 %"
Selenio,"< 0,1 mg","31,7 %"
Zinco,"0,1 mg","1,9 %"
