,0,1,2,3,4,5
1,"Note Alimento: Nota: cottura al microonde senza aggiunta di acqua, di grassi e di sale",,,,,
2,"Categoria merceologica: 11001 - pesci vertebrati (freschi, surgelati o cotti)",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",75,AO,121424,,
7,"Energia, ricalcolata, kJ",455,86,,,
8,"Energia, Ric con fibra, kJ",455,86,,,
9,"Energia, ricalcolata, kcal",107,86,,,
10,"Energia, Ric con fibra, kcal",107,86,,,
11,"Proteine totali, g",248,AO,121424,,
12,"Proteine animali, g",248,AO,121424,,
13,"Proteine vegetali, g",00,AO,121424,,
14,"Lipidi totali, g",09,AO,121424,,
15,"Lipidi animali, g",09,AO,121424,,
16,"Lipidi vegetali, g",00,AO,121424,,
17,"Colesterolo, mg",62,AO,121424,,
18,"Carboidrati disponibili (MSE), g",00,AO,121424,,
19,"Amido (MSE), g",00,AO,121424,,
20,"Carboidrati solubili (MSE), g",00,AO,121424,,
21,"Fibra alimentare totale, g",00,AO,121424,,
22,"Alcol, g",00,AO,121424,,
23,"Acqua, g",722,AO,121424,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",10,AO,121424,,
26,"Calcio, mg",37,AO,121424,,
27,"Sodio, mg",82,AO,121424,,
28,"Potassio, mg",330,AO,121424,,
29,"Fosforo, mg",200,AO,121424,,
30,"Zinco, mg",212,AO,121424,,
31,"Magnesio, mg",21,AO,121424,,
32,"Rame, mg",035,AO,121424,,
33,"Selenio, µg",168,AO,121424,,
34,"Cloro, mg",120,G,17,2,"""Cod, steamed"" acqua 79.2g, prot 18.6g, lip 0.9g"
35,"Iodio, µg",110,G,17,2,
36,"Manganese, mg",001,G,17,2,
37,"Zolfo, mg",200,Y,7050,2,"""Cod, frozen"" acqua 82g, prot 17g, lip 0.07g"
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",006,AO,121424,,
40,"Vitamina B2, Riboflavina, mg",008,AO,121424,,
41,"Vitamina C, mg",0,AO,121424,,
42,"Niacina, mg",222,AO,121424,,
43,"Vitamina B6, mg",002,G,17,2,
44,"Folati totali, µg",13,G,17,2,
45,"Acido pantotenico, mg",023,G,17,2,
46,"Biotina, µg",10,G,17,2,
47,"Vitamina B12, µg",20,G,17,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",tr,AO,121424,,
51,"Retinolo, µg",tr,AO,121424,3B,
52,"ß-carotene eq., µg",tr,AO,121424,3B,
53,"Vitamina E (ATE), mg",048,G,17,2,
54,"Vitamina D, µg",tr,G,17,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",016,AO,121424,,
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",000,AO,121424,,
58,"Acido laurico, g",000,AO,121424,,
59,"Acido miristico, g",001,AO,121424,,
60,"Acido palmitico, g",012,AO,121424,,
61,"Acido stearico, g",003,AO,121424,,
62,"Acido arachidico, g",000,AO,121424,,
63,"Acido beenico, g",000,AO,121424,,
64,"Acidi grassi monoinsaturi totali, g",016,AO,121424,,
65,"Acido miristoleico, g",000,AO,121424,,
66,"Acido palmitoleico, g",001,AO,121424,,
67,"Acido oleico, g",010,AO,121424,,
68,"Acidi eicosenoico, g",004,AO,121424,,
69,"Acido erucico, g",002,AO,121424,,
70,"Acidi grassi polinsaturi totali, g",031,AO,121424,,
71,"Acido linoleico, g",001,AO,121424,,
72,"Acido linolenico, g",000,AO,121424,,
73,"Acido arachidonico, g",001,AO,121424,,
74,"Acido eicosapentaenoico (EPA), g",005,AO,121424,,
75,"Acido decosaesaenoico (DHA), g",022,AO,121424,,
76,"Altri acidi grassi polinsaturi, g",002,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",284,AO,121410,3A,"Merluzzo o nasello fresco prot 17, Triptofano195, Treonina900, Isoleucina816, Leucina1484, Lisina1775, Metionina588, Cistina204, Fenilalanina880, Tirosina682, Valina910, Arginina1147, Istidina512, Alanina1161, Acido aspartico1860, Acido glutammico2751, Glicina813, Prolina682, Serina868"
79,"Treonina, mg",1313,AO,121410,3A,
80,"Isoleucina, mg",1190,AO,121410,3A,
81,"Leucina, mg",2165,AO,121410,3A,
82,"Lisina, mg",2589,AO,121410,3A,
83,"Metionina, mg",858,AO,121410,3A,
84,"Cistina, mg",298,AO,121410,3A,
85,"Fenilalanina, mg",1284,AO,121410,3A,
86,"Tirosina, mg",995,AO,121410,3A,
87,"Valina, mg",1328,AO,121410,3A,
88,"Arginina, mg",1673,AO,121410,3A,
89,"Istidina, mg",747,AO,121410,3A,
90,"Alanina, mg",1694,AO,121410,3A,
91,"Acido aspartico, mg",2713,AO,121410,3A,
92,"Acido glutammico, mg",4013,AO,121410,3A,
93,"Glicina, mg",1186,AO,121410,3A,
94,"Prolina, mg",995,AO,121410,3A,
95,"Serina, mg",1266,AO,121410,3A,
96,ZUCCHERI,,,,,
97,"Glucosio, g",00,AO,121424,,
98,"Fruttosio, g",00,AO,121424,,
99,"Galattosio, g",00,AO,121424,,
100,"Saccarosio (MSE), g",00,AO,121424,,
101,"Maltosio (MSE), g",00,AO,121424,,
102,"Lattosio (MSE), g",00,AO,121424,,
