Minerali,per porzione,% RDA
Calcio,"13,9 mg","1,4 %"
Rame,"0,0 mg","0,0 %"
Ferro,"0,7 mg","4,9 %"
Magnesio,"4,6 mg","1,5 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"83,2 mg","11,9 %"
Potassio,"157,1 mg","7,9 %"
Selenio,"< 0,1 mg","1,5 %"
Zinco,"0,3 mg","4,6 %"
