Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"1,5 mg","132,4 %"
Vitamina B11,"1,2 mg","294,5 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,4 mg","29,7 %"
Vitamina B3,"2,8 mg","17,7 %"
Vitamina B5,"1,5 mg","24,3 %"
Vitamina B6,"0,6 mg","43,0 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
