Valori nutrizionali,per porzione,% RDA
Valore calorico,133 kcal 558 kJ,"6,7 %"
Grassi,"3,0 g","4,6 %"
Grassi saturi,"2,0 g","9,1 %"
Grassi monoinsaturi,"0,5 g","1,7 %"
Grassi polinsaturi,"0,1 g","0,9 %"
Carboidrati,"21,9 g","8,2 %"
Zuccheri,"15,9 g","31,9 %"
Proteine,"4,0 g","5,5 %"
Fibre alimentari,"1,0 g","0,3 %"
Colesterolo,"20,3 mg","67,8 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"82,9 g","4,1 %"
