Valori nutrizionali,per porzione,% RDA
Valore calorico,168 kcal 703 kJ,"8,4 %"
Grassi,"0,0 g","0,0 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"4,3 g","1,6 %"
Zuccheri,"1,9 g","3,8 %"
Proteine,"0,1 g","0,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"173,7 g","8,7 %"
