Minerali,per porzione,% RDA
Calcio,"3,1 mg","0,3 %"
Rame,"< 0,1 mg","3,9 %"
Ferro,"0,8 mg","5,3 %"
Magnesio,"8,1 mg","2,7 %"
Manganese,"0,2 mg","11,2 %"
Fosforo,"28,6 mg","4,1 %"
Potassio,"29,9 mg","1,5 %"
Selenio,"< 0,1 mg","29,6 %"
Zinco,"0,2 mg","3,3 %"
