Valori nutrizionali,per porzione,% RDA
Valore calorico,43 kcal 180 kJ,"2,2 %"
Grassi,"0,4 g","0,6 %"
Carboidrati,"9,8 g","3,7 %"
Zuccheri,"8,1 g","16,2 %"
Proteine,"1,4 g","2,0 %"
