Valori nutrizionali,per porzione,% RDA
Valore calorico,691 kcal 2.894 kJ,"34,6 %"
Grassi,"55,8 g","85,9 %"
Grassi saturi,"6,8 g","31,1 %"
Grassi monoinsaturi,"29,3 g","101,0 %"
Grassi polinsaturi,"16,9 g","112,7 %"
Carboidrati,"33,8 g","12,6 %"
Zuccheri,"9,4 g","18,8 %"
Proteine,"24,9 g","34,2 %"
Fibre alimentari,"12,7 g","4,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"4,8 g","0,2 %"
