,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,84.5,
3,Proteine (g):,0.3,
4,Lipidi(g):,0.1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,14.5,
7,Amido (g):,0,
8,Zuccheri solubili (g):,14.5,
9,Fibra totale (g):,tr,
10,Fibra solubile (g):,tr,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,56,
14,Energia (kJ):,236,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,0.3,
18,Calcio (mg):,8,
19,Fosforo (mg):,11,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.01,
25,Riboflavina (mg):,0.03,
26,Niacina (mg):,0.3,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,,
29,Vitamina E (mg):,,
