Minerali,per porzione,% RDA
Calcio,"19,0 mg","1,9 %"
Rame,"0,4 mg","38,7 %"
Ferro,"1,5 mg","10,0 %"
Magnesio,"90,0 mg","30,0 %"
Manganese,"1,7 mg","85,4 %"
Fosforo,"102,0 mg","14,6 %"
Potassio,"477,0 mg","23,9 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,9 mg","13,3 %"
