,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"54,40g",-
3,Carboidrati disponibili,"3,20g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"23,60g",-
7,Grassi (Lipidi),"16,30g",-
8,Saturi totali,"5,09g",-
9,Monoinsaturi totali,"8,15g",-
10,Polinsaturi totali,"2,21g",-
11,Colesterolo,86mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,"2,20mg",0.15% RDA
17,Potassio,220mg,4.68% RDA
18,Ferro,"1,44mg",18% RDA
19,Calcio,14mg,1.40% RDA
20,Fosforo,91mg,13% RDA
21,Magnesio,9mg,2.14% RDA
22,Zinco,"1,63mg",14.82% RDA
23,Rame,Tracce,0% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,09mg",7.50% RDA
26,Riboflavina (Vit. B2),"0,09mg",6.92% RDA
27,Niacina (Vit. B3 o PP),"2,68mg",16.75% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,"0,28mg",1.87% RDA
31,Vitamina B6,"0,06mg",4.62% RDA
32,Vitamina B12,"0,52µg",21.67% RDA
33,Manganese,"0,01mg",0.43% RDA
