Minerali,per porzione,% RDA
Calcio,"161,1 mg","16,1 %"
Rame,"0,5 mg","51,4 %"
Ferro,"6,6 mg","44,2 %"
Magnesio,"112,8 mg","37,6 %"
Manganese,"1,1 mg","56,9 %"
Fosforo,"202,3 mg","28,9 %"
Potassio,"1.004,2 mg","50,2 %"
Selenio,"< 0,1 mg","7,8 %"
Zinco,"2,5 mg","35,3 %"
