0,1
Grassi saturi totali,1.80
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.13
C16:0 (palmitico),0.93
C18:0 (stearico),0.65
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,1.85
C14:1 (miristoleico),0.18
C16:1 (palmitoleico),0.12
C18:1 (oleico),1.26
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.14
Grassi polinsaturi totali,1.27
C18:2 W6 (linoleico),0.63
C18:3 W3 (linolenico),0.11
C20:4 W6 (arachidonico),0.19
C20:5 W3 (eicosapentaenoico - EPA),0.07
C22:6 W3 (docosaesaenoico - DHA),0.07
Rapporto Polinsaturi/Saturi,0.70
