Valori nutrizionali,per porzione,% RDA
Valore calorico,169 kcal 708 kJ,"8,5 %"
Grassi,"0,3 g","0,5 %"
Grassi saturi,"0,0 g","0,0 %"
Carboidrati,"40,0 g","14,9 %"
Zuccheri,"39,0 g","78,0 %"
Proteine,"0,6 g","0,8 %"
Sale,"0,1 g","1,7 %"
Fibre alimentari,"1,1 g","0,4 %"
