Minerali,per porzione,% RDA
Calcio,"286,4 mg","28,6 %"
Rame,"0,3 mg","25,8 %"
Ferro,"1,5 mg","10,0 %"
Magnesio,"7,7 mg","2,6 %"
Manganese,"0,5 mg","25,8 %"
Fosforo,"273,5 mg","39,1 %"
Potassio,"309,6 mg","15,5 %"
Selenio,"< 0,1 mg","31,0 %"
Zinco,"1,3 mg","18,4 %"
