Minerali,per porzione,% RDA
Calcio,"11,6 mg","1,2 %"
Rame,"< 0,1 mg","8,7 %"
Ferro,"0,6 mg","4,3 %"
Magnesio,"31,3 mg","10,4 %"
Manganese,"< 0,1 mg","2,1 %"
Fosforo,"197,2 mg","28,2 %"
Potassio,"350,3 mg","17,5 %"
Selenio,"< 0,1 mg","161,6 %"
Zinco,"0,4 mg","5,5 %"
