,0,1,2
1,Parte edibile (%):,93,
2,Acqua (g):,88.2,
3,Proteine (g):,1.3,
4,Lipidi(g):,0.1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,8.5,
7,Amido (g):,0,
8,Zuccheri solubili (g):,8.5,
9,Fibra totale (g):,1.9,
10,Fibra solubile (g):,0.37,
11,Fibra insolubile (g):,1.48,
12,Alcol (g):,0,
13,Energia (kcal):,38,
14,Energia (kJ):,159,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,0.4,
18,Calcio (mg):,51,
19,Fosforo (mg):,48,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.05,
25,Riboflavina (mg):,0.04,
26,Niacina (mg):,0.8,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,6,
29,Vitamina E (mg):,,
