Minerali,per porzione,% RDA
Calcio,"44,5 mg","4,4 %"
Rame,"0,5 mg","46,3 %"
Ferro,"5,2 mg","34,8 %"
Magnesio,"164,2 mg","54,7 %"
Manganese,"0,8 mg","40,4 %"
Fosforo,"242,8 mg","34,7 %"
Potassio,"641,3 mg","32,1 %"
Selenio,"< 0,1 mg","14,3 %"
Zinco,"3,2 mg","45,7 %"
