,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"56,90g",-
3,Carboidrati disponibili,0,-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"15,70g",-
7,Grassi (Lipidi),25g,-
8,Saturi totali,"8,26g",-
9,Monoinsaturi totali,"12,06g",-
10,Polinsaturi totali,"3,34g",-
11,Colesterolo,72mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,"2,40mg",0.16% RDA
17,Potassio,314mg,6.68% RDA
18,Ferro,"1,03mg",12.88% RDA
19,Calcio,8mg,0.80% RDA
20,Fosforo,119mg,17% RDA
21,Magnesio,13mg,3.10% RDA
22,Zinco,"1,57mg",14.27% RDA
23,Rame,Tracce,0% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,24mg",20% RDA
26,Riboflavina (Vit. B2),"0,12mg",9.23% RDA
27,Niacina (Vit. B3 o PP),"4,19mg",26.19% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,"0,28mg",1.87% RDA
31,Vitamina B6,"0,27mg",20.77% RDA
32,Vitamina B12,"0,28µg",11.67% RDA
33,Manganese,"0,01mg",0.43% RDA
