Minerali,per porzione,% RDA
Calcio,"40,3 mg","4,0 %"
Rame,"0,5 mg","50,4 %"
Ferro,"1,0 mg","6,4 %"
Magnesio,"2,5 mg","0,8 %"
Manganese,"0,8 mg","37,8 %"
Fosforo,"93,2 mg","13,3 %"
Potassio,"274,7 mg","13,7 %"
Selenio,"< 0,1 mg","16,0 %"
Zinco,"1,3 mg","18,0 %"
