0,1,2
Calorie,kcal,97.0
Calorie,kj,406.0
Grassi,g,1.54
Carboidrati,g,0.0
Proteine,g,19.35
Fibre,g,0.0
Acqua,g,77.55
Ceneri,g,1.85
Minerali,,
Calcio,mg,59.0
Sodio,mg,1072.0
Fosforo,mg,280.0
Potassio,mg,262.0
Ferro,mg,0.76
Magnesio,mg,63.0
Zinco,mg,7.62
Rame,mg,1.182
Manganese,mg,0.04
Selenio,mcg,40.0
Vitamine,,
Retinolo (Vit. A),mcg,9.0
"Vitamina A, IU",IU,29.0
"Vitamina A, RAE",mcg_RAE,9.0
Tiamina (Vit. B1),mg,0.053
Riboflavina (Vit. B2),mg,0.055
Niacina (Vit. B3),mg,1.34
Acido Pantotenico (Vit. B5),mg,0.4
Piridossina (Vit. B6),mg,0.18
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,51.0
"Folato, DFE",mcg_DFE,51.0
"Folati, totali",mcg,51.0
Cobalamina (Vit. B12),mcg,11.5
Acido ascorbico (Vit. C),mg,7.6
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.185
"Acidi grassi, polinsaturi",g,0.536
"Acidi grassi, saturi",g,0.133
Colesterolo,mg,53.0
Grassi saturi,,
10:0,g,0.003
12:0,g,0.004
14:0,g,0.015
16:0,g,0.087
18:0,g,0.019
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.040999999999999995
18:1 indifferenziato,g,0.08900000000000001
20:1,g,0.013999999999999999
22:1 indifferenziato,g,0.038
Grassi polinsaturi,,
18:2 indifferenziato,g,0.02
18:3 indifferenziato,g,0.013999999999999999
18:4,g,0.015
20:4 indifferenziato,g,0.043
20:5 n-3,g,0.295
22:5 n-3,g,0.031
22:6 n-3,g,0.11800000000000001
Aminoacidi,,
Acido aspartico,g,2.0
Acido glutammico,g,3.3
Alanina,g,1.0959999999999999
Arginina,g,1.69
Cistina,g,0.217
Fenilalanina,g,0.8170000000000001
Glicina,g,1.167
Isoleucina,g,0.938
Istidina,g,0.39299999999999996
Leucina,g,1.536
Lisina,g,1.6840000000000002
Metionina,g,0.545
Prolina,g,0.638
Serina,g,0.762
Tirosina,g,0.644
Treonina,g,0.7829999999999999
Triptofano,g,0.26899999999999996
Valina,g,0.91
Altro,,
