Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (33 g)
Grassi,"16,2 g","5,35 g"
- Acidi Grassi saturi,"3,1 g","1,02 g"
Carboidrati,"40,6 g","13,4 g"
- Zuccheri,4 g,"1,32 g"
Fibra alimentare,"3,8 g","1,25 g"
Proteine,"7,5 g","2,48 g"
Sale,"1,3 g","0,429 g"
Sodio,"0,512 g","0,169 g"
Nutrition score - France,8,8
Nutri-Score,C,C
