,0,1,2
0,Composizione chimica,valore per 100g,g/100g Proteine
1,Proteine (%):,"13,80%",
2,Acido aspartico,1651g,12.01
3,Acido glutamico,3146g,22.88
4,Alanina,579g,4.21
5,Aminoacido limitante,Lisina,ND
6,Arginina,2042g,14.85
7,Cistina,278g,2.02
8,Fenilalanina,595g,4.33
9,Glicina,556g,4.04
10,Indice chimico,51g,ND
11,Isoleucina,514g,3.74
12,Istidina,296g,2.15
13,Leucina,930g,6.76
14,Lisina,408g,2.97
15,Metionina,206g,1.50
16,Prolina,513g,3.73
17,Serina,612g,4.45
18,Tirosina,397g,2.89
19,Treonina,524g,3.81
20,Triptofano,125g,0.91
21,Valina,659g,4.79
