Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,9 g
- Acidi Grassi saturi,"1,4 g"
Carboidrati,72 g
- Zuccheri,"1,7 g"
Fibra alimentare,4 g
Proteine,10 g
Sale,"1,999 g"
Sodio,"0,787 g"
Nutrition score - France,10
Nutri-Score,C
