Valori nutrizionali,per porzione,% RDA
Valore calorico,80 kcal 335 kJ,"4,0 %"
Grassi,"2,4 g","3,7 %"
Grassi saturi,"0,2 g","1,0 %"
Carboidrati,"10,5 g","3,9 %"
Zuccheri,"8,3 g","16,6 %"
Proteine,"2,8 g","3,8 %"
Sale,"< 0,1 g","1,0 %"
Fibre alimentari,"2,5 g","0,8 %"
