Valori nutrizionali,per porzione,% RDA
Valore calorico,37 kcal 154 kJ,"1,8 %"
Grassi,"2,8 g","4,3 %"
Grassi saturi,"1,3 g","5,9 %"
Grassi monoinsaturi,"1,1 g","3,7 %"
Grassi polinsaturi,"0,2 g","1,4 %"
Carboidrati,"0,3 g","0,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"2,4 g","3,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"9,2 mg","30,5 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"8,9 g","0,4 %"
