Minerali,per porzione,% RDA
Calcio,"32,6 mg","3,3 %"
Rame,"< 0,1 mg","1,4 %"
Ferro,"0,1 mg","0,8 %"
Magnesio,"2,7 mg","0,9 %"
Manganese,"< 0,1 mg","0,3 %"
Fosforo,"74,3 mg","10,6 %"
Potassio,"24,3 mg","1,2 %"
Selenio,"< 0,1 mg","16,8 %"
Zinco,"0,3 mg","4,8 %"
