Minerali,per porzione,% RDA
Calcio,"20,4 mg","2,0 %"
Rame,"0,3 mg","26,9 %"
Ferro,"14,3 mg","95,7 %"
Magnesio,"81,6 mg","27,2 %"
Manganese,"< 0,1 mg","1,5 %"
Fosforo,"598,4 mg","85,5 %"
Potassio,"1.135,6 mg","56,8 %"
Selenio,"< 0,1 mg","145,1 %"
Zinco,"12,5 mg","178,7 %"
