,0,1,2,3,4,5
1,Categoria merceologica: 10003 - insaccati e salumi,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,AA,110530,,
6,"Energia, ricalcolata, kJ",1332,86,,,
7,"Energia, Ric con fibra, kJ",1332,86,,,
8,"Energia, ricalcolata, kcal",320,86,,,
9,"Energia, Ric con fibra, kcal",320,86,,,
10,"Proteine totali, g",283,AA,110530,,
11,"Proteine animali, g",283,AA,110530,,
12,"Proteine vegetali, g",00,AA,110530,,
13,"Lipidi totali, g",230,AA,110530,,
14,"Lipidi animali, g",230,AA,110530,,
15,"Lipidi vegetali, g",00,AA,110530,,
16,"Colesterolo, mg",69,AA,11530,,
17,"Carboidrati disponibili (MSE), g",00,AA,110530,,
18,"Amido (MSE), g",00,AA,110530,,
19,"Carboidrati solubili (MSE), g",00,AA,110530,,
20,"Fibra alimentare totale, g",00,AA,110530,,
21,"Alcol, g",00,AA,110530,,
22,"Acqua, g",428,AA,110530,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",15,AA,110540,1,"""Prosciutto crudo, disossato"" acqua 53, prot 26,9, lip 12,9, Fe 1,2mg"
25,"Calcio, mg",18,AA,110540,1,Ca 15mg
26,"Sodio, mg",2724,AA,110540,1,Na 2238mg
27,"Potassio, mg",553,AA,110540,1,K 454mg
28,"Fosforo, mg",215,AA,110540,1,P 177mg
29,"Zinco, mg",300,AA,110540,1,"Zn 2,5mg"
30,"Magnesio, mg",32,AA,110540,1,Mg 26mg
31,"Rame, mg",019,AA,110540,1,"Cu 0,16mg"
32,"Selenio, µg",70,AA,110540,1,"Se 5,6µg"
33,"Cloro, mg",1980,K,20,2,"""Ham, gammon joint, raw"" acqua 68,6, prot 17,5, lip 7,5"
34,"Iodio, µg",7,K,20,2,
35,"Manganese, mg",001,K,20,2,
36,"Zolfo, mg",180,Y,6350,2,"""Ham, cured, smoked"" acqua 69, prot 21, lip 6"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",073,AA,110540,1,"B1 0,6mg"
39,"Vitamina B2, Riboflavina, mg",024,AA,110540,1,"B2 0,2mg"
40,"Vitamina C, mg",0,AA,110530,,
41,"Niacina, mg",609,AA,110540,1,Niac 5mg
42,"Vitamina B6, mg",043,K,20,2,
43,"Folati totali, µg",4,K,20,2,
44,"Acido pantotenico, mg",107,K,20,2,
45,"Biotina, µg",20,K,20,2,
46,"Vitamina B12, µg",tr,K,20,2,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",tr,AA,110530,,
50,"Retinolo, µg",tr,AA,110530,3B,
51,"ß-carotene eq., µg",0,AA,110530,3B,
52,"Vitamina E (ATE), mg",006,K,20,2,
53,"Vitamina D, µg",060,K,20,2,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",756,AA,110540,,"""Prosciutto crudo, disossato"" lip 12.9"
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",000,AA,110540,3A,
57,"Acido laurico, g",000,AA,110540,3A,
58,"Acido miristico, g",032,AA,110540,3A,
59,"Acido palmitico, g",476,AA,110540,3A,
60,"Acido stearico, g",218,AA,110540,3A,
61,"Acido arachidico, g",tr,AA,110540,3A,
62,"Acido beenico, g",000,AA,110540,3A,
63,"Acidi grassi monoinsaturi totali, g",1027,AA,110540,,
64,"Acido miristoleico, g",000,AA,110540,3A,
65,"Acido palmitoleico, g",066,AA,110540,3A,
66,"Acido oleico, g",934,AA,110540,,
67,"Acidi eicosenoico, g",020,AA,110540,3A,
68,"Acido erucico, g",000,AA,110540,3A,
69,"Acidi grassi polinsaturi totali, g",283,AA,110540,,
70,"Acido linoleico, g",228,AA,110540,,
71,"Acido linolenico, g",021,AA,110540,,
72,"Acido arachidonico, g",020,AA,110540,3A,
73,"Acido eicosapentaenoico (EPA), g",000,AA,110540,3A,
74,"Acido decosaesaenoico (DHA), g",000,AA,110540,3A,
75,"Altri acidi grassi polinsaturi, g",014,86,,,
76,AMINOACIDI,,,,,
77,"Triptofano, mg",297,AA,110540,4A,"""Prosciutto crudo, disossato"" prot 26.9"
78,"Treonina, mg",1281,AA,110540,,
79,"Isoleucina, mg",1464,AA,110540,,
80,"Leucina, mg",2350,AA,110540,,
81,"Lisina, mg",2438,AA,110540,,
82,"Metionina, mg",710,AA,110540,,
83,"Cistina, mg",328,AA,110540,,
84,"Fenilalanina, mg",1137,AA,110540,,
85,"Tirosina, mg",928,AA,110540,,
86,"Valina, mg",1490,AA,110540,,
87,"Arginina, mg",1781,AA,110540,,
88,"Istidina, mg",1020,AA,110540,,
89,"Alanina, mg",1943,AA,110540,,
90,"Acido aspartico, mg",2816,AA,110540,,
91,"Acido glutammico, mg",4471,AA,110540,,
92,"Glicina, mg",1320,AA,110540,,
93,"Prolina, mg",1182,AA,110540,,
94,"Serina, mg",1139,AA,110540,,
95,ZUCCHERI,,,,,
96,"Glucosio, g",00,AA,110530,,
97,"Fruttosio, g",00,AA,110530,,
98,"Galattosio, g",00,AA,110530,,
99,"Saccarosio (MSE), g",00,AA,110530,,
100,"Maltosio (MSE), g",00,AA,110530,,
101,"Lattosio (MSE), g",00,AA,110530,,
