Valori nutrizionali,per porzione,% RDA
Valore calorico,269 kcal 1.125 kJ,"13,4 %"
Grassi,"23,7 g","36,4 %"
Grassi saturi,"2,0 g","9,3 %"
Grassi monoinsaturi,"8,5 g","29,4 %"
Grassi polinsaturi,"10,6 g","71,0 %"
Carboidrati,"9,2 g","3,4 %"
Zuccheri,"1,2 g","2,4 %"
Proteine,"9,6 g","13,1 %"
Fibre alimentari,"4,0 g","1,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"2,2 g","0,1 %"
