Valori nutrizionali,per porzione,% RDA
Valore calorico,150 kcal 627 kJ,"7,5 %"
Grassi,"1,2 g","1,9 %"
Grassi saturi,"0,2 g","1,1 %"
Grassi monoinsaturi,"0,4 g","1,5 %"
Grassi polinsaturi,"0,4 g","2,9 %"
Carboidrati,"31,0 g","11,6 %"
Zuccheri,"0,5 g","0,9 %"
Proteine,"3,5 g","4,8 %"
Fibre alimentari,"2,4 g","0,8 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"98,7 g","4,9 %"
