0,1
Grassi saturi totali,1.78
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.25
C16:0 (palmitico),1.36
C18:0 (stearico),0.14
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,3.16
C14:1 (miristoleico),0.01
C16:1 (palmitoleico),0.49
C18:1 (oleico),1.96
C20:1 (eicosaenoico),0.45
C22:1 (erucico),0.24
Grassi polinsaturi totali,1.54
C18:2 W6 (linoleico),0.21
C18:3 W3 (linolenico),0.06
C20:4 W6 (arachidonico),0.05
C20:5 W3 (eicosapentaenoico - EPA),0.39
C22:6 W3 (docosaesaenoico - DHA),0.63
Rapporto Polinsaturi/Saturi,0.90
