Minerali,per porzione,% RDA
Calcio,"115,6 mg","11,6 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"0,1 mg","1,0 %"
Magnesio,"19,7 mg","6,6 %"
Manganese,"< 0,1 mg","0,1 %"
Fosforo,"113,2 mg","16,2 %"
Potassio,"396,1 mg","19,8 %"
Selenio,"< 0,1 mg","15,6 %"
Zinco,"0,3 mg","4,6 %"
