Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,6 mg","53,6 %"
Vitamina B11,"0,0 mg","0,0 %"
Vitamina B12,"< 0,1 mg","544,3 %"
Vitamina B2,"0,5 mg","32,4 %"
Vitamina B3,"20,9 mg","130,4 %"
Vitamina B5,"0,0 mg","0,0 %"
Vitamina B6,"1,7 mg","123,1 %"
Vitamina C,"4,5 mg","5,7 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
