Minerali,per porzione,% RDA
Calcio,"0,2 mg","< 0,1 %"
Rame,"< 0,1 mg","0,2 %"
Ferro,"< 0,1 mg","0,5 %"
Magnesio,"0,5 mg","0,2 %"
Manganese,"< 0,1 mg","< 0,1 %"
Fosforo,"5,1 mg","0,7 %"
Potassio,"6,6 mg","0,3 %"
Selenio,"< 0,1 mg","3,0 %"
Zinco,"0,1 mg","2,0 %"
