,0,1,2,3
1,Proteine(%): 26.9,,,
2,Lisina:,2317,8.62,
3,Istidina:,970,3.61,
4,Arginina:,1693,6.3,
5,Acido aspartico:,2677,9.96,
6,Treonina:,1218,4.53,
7,Serina:,1083,4.03,
8,Acido glutamico:,4250,15.81,
9,Prolina:,1124,4.18,
10,Glicina:,1255,4.67,
11,Alanina:,1847,6.87,
12,Cistina:,312,1.16,
13,Valina:,1416,5.27,
14,Metionina:,675,2.51,
15,Isoleucina:,1392,5.18,
16,Leucina:,2234,8.31,
17,Tirosina:,882,3.28,
18,Fenilalanina:,1081,4.02,
19,Triptofano:,282,1.05,
20,Indice Chimico:,95,,
21,Aminoacido limitante:,Trip.,,
