Minerali,per porzione,% RDA
Calcio,"11,2 mg","1,1 %"
Rame,"< 0,1 mg","8,2 %"
Ferro,"0,3 mg","2,0 %"
Magnesio,"3,7 mg","1,2 %"
Manganese,"< 0,1 mg","2,4 %"
Fosforo,"0,0 mg","0,0 %"
Potassio,"3,7 mg","0,2 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,3 mg","3,7 %"
