Minerali,per porzione,% RDA
Calcio,"20,7 mg","2,1 %"
Rame,"< 0,1 mg","4,7 %"
Ferro,"1,2 mg","8,2 %"
Magnesio,"8,8 mg","2,9 %"
Manganese,"0,2 mg","9,2 %"
Fosforo,"35,4 mg","5,1 %"
Potassio,"36,4 mg","1,8 %"
Selenio,"< 0,1 mg","34,5 %"
Zinco,"0,4 mg","5,6 %"
