Minerali,per porzione,% RDA
Calcio,"79,9 mg","8,0 %"
Rame,"< 0,1 mg","5,6 %"
Ferro,"1,6 mg","10,8 %"
Magnesio,"10,3 mg","3,4 %"
Manganese,"0,3 mg","12,6 %"
Fosforo,"104,4 mg","14,9 %"
Potassio,"65,2 mg","3,3 %"
Selenio,"< 0,1 mg","35,8 %"
Zinco,"0,3 mg","4,0 %"
