Minerali,per porzione,% RDA
Calcio,"56,4 mg","5,6 %"
Rame,"0,2 mg","18,9 %"
Ferro,"2,3 mg","15,0 %"
Magnesio,"43,4 mg","14,5 %"
Manganese,"0,4 mg","21,7 %"
Fosforo,"48,8 mg","7,0 %"
Potassio,"326,6 mg","16,3 %"
Selenio,"< 0,1 mg","36,5 %"
Zinco,"0,8 mg","10,9 %"
