Minerali,per porzione,% RDA
Calcio,"22,7 mg","2,3 %"
Rame,"1,1 mg","114,8 %"
Ferro,"15,4 mg","102,8 %"
Magnesio,"104,3 mg","34,8 %"
Manganese,"0,2 mg","9,3 %"
Fosforo,"916,3 mg","130,9 %"
Potassio,"1.442,4 mg","72,1 %"
Selenio,"< 0,1 mg","146,7 %"
Zinco,"9,5 mg","135,4 %"
