Valori nutrizionali,per porzione,% RDA
Valore calorico,435 kcal 1.821 kJ,"21,8 %"
Grassi,"13,7 g","21,1 %"
Grassi saturi,"3,8 g","17,4 %"
Grassi monoinsaturi,"2,5 g","8,5 %"
Grassi polinsaturi,"6,6 g","44,1 %"
Carboidrati,"74,6 g","27,8 %"
Zuccheri,"71,0 g","142,0 %"
Proteine,"3,0 g","4,1 %"
Fibre alimentari,"0,9 g","0,3 %"
Colesterolo,"13,0 mg","43,3 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"8,0 g","0,4 %"
